,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,tweet_cleaned
160,295365144249245697,RT @B105Brisbane: BREAKING NEWS: A tornado has just hit Mooloolaba on the Sunshine Coast. More to come. #BigWet #QldFloods #Newsfeed,Media,Caution and advice,Related and informative,rt <allcaps> <user> : breaking <allcaps> news <allcaps> : a tornado has just hit mooloolaba on the sunshine coast . more to come . <hashtag> bigwet <hashtag> qldfloods <hashtag> newsfeed
161,295365488169607168,"First fire, then flood... http://t.co/bqK2FKMi What next? #bigwet",Not labeled,Not labeled,Not related,"first fire , then flood . <repeat> <url> what next ? <hashtag> bigwet"
162,295365769175371779,"I do not know why, however I do...and I learn anyone love me too.  #bigwet http://t.co/gy2G3o0I",Not labeled,Not labeled,Not related,"i do not know why , however i do . <repeat> and i learn anyone love me too . <hashtag> bigwet <url>"
163,295365962134343680,Big tree down on Boundary St. Please avoid it. #brisbane #bigwet,Eyewitness,Caution and advice,Related and informative,big tree down on boundary st. please avoid it . <hashtag> brisbane <hashtag> bigwet
164,295366574494347265,"Manchester City : Roberto Mancini, I love Mario Balotelli  #bigwet http://t.co/ws1y5MTh",Not labeled,Not labeled,Not related,"manchester city : roberto mancini , i love mario balotelli <hashtag> bigwet <url>"
165,295366993941512192,Murphy’s Bridge going in #Helidon from the Spa Water side. #bigwet #tooowoomba http://t.co/E9dyh6rP,Outsiders,Infrastructure and utilities,Related and informative,murphys bridge going in <hashtag> helidon from the spa water side . <hashtag> bigwet <hashtag> tooowoomba <url>
166,295368910738444288,RT @612brisbane: Story Bridge closed both directions as of 12.57pm #bigwet,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : story bridge closed both directions as of <number> pm <hashtag> bigwet
167,295369267216527360,Tune into @NewsTalk4BC 1116 AM or stream online http://t.co/xysjcglx  for rolling coverage on the worsening weather conditions #bigwet,Media,Caution and advice,Related and informative,tune into <user> <number> am <allcaps> or stream online <url> for rolling coverage on the worsening weather conditions <hashtag> bigwet
168,295369619538067456,RT @7NewsBrisbane: North #Bundaberg is being evacuated after the Burnett River broke its banks #bigwet,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : north <hashtag> bundaberg is being evacuated after the burnett river broke its banks <hashtag> bigwet
171,295372937266094081,@noosa @noosa_news @noosa_today @the_daily #bigwet #noosariver #noosa http://t.co/oShHKrBc,Not labeled,Not labeled,Not related,<user> <user> <user> <user> <hashtag> bigwet <hashtag> noosariver <hashtag> noosa <url>
172,295373813863022594,#BIGWET BREAKING #BRISBANE Mayor Quirk: IF YOU ARE ON #BRISBANE ROADS .... WHY? .... GET OFF THEM ..... CLEAR THEM FOR EMERGENCY VEHICLES,Government,Infrastructure and utilities,Related and informative,<hashtag> bigwet <allcaps> <allcaps> breaking <allcaps> <hashtag> brisbane <allcaps> <allcaps> mayor quirk : if <allcaps> you <allcaps> are <allcaps> on <allcaps> <hashtag> brisbane <allcaps> <allcaps> roads <allcaps> . <repeat> why <allcaps> ? . <repeat> get <allcaps> off <allcaps> them <allcaps> . <repeat> clear <allcaps> them <allcaps> for <allcaps> emergency <allcaps> vehicles <allcaps>
173,295375168640020480,Moffat Beach #sunshinecoast #bigwet http://t.co/cMUQxsHu,Outsiders,Other Useful Information,Related - but not informative,moffat beach <hashtag> sunshinecoast <hashtag> bigwet <url>
174,295375336391180288,RT @Faris_Saeed: @SaudiinAus    أرقام تهم طلاب ولاية  QLD  Life-threatening emergencies phone (000) storm and flood assistance call 132500,Outsiders,Caution and advice,Related and informative,rt <allcaps> <user> : <user> <elong> qld <allcaps> life-threatening emergencies phone -LRB- <number> -RRB- storm and flood assistance call <number>
175,295375407698554880,RT @ABCNews24: Graham Quirk: High winds are predicted for #Brisbane between 2pm and 8pm tonight #QLDfloods,Media,Caution and advice,Related and informative,rt <allcaps> <user> : graham quirk : high winds are predicted for <hashtag> brisbane between <number> pm and <lolface> m tonight <hashtag> qld <allcaps> floods
176,295376699527417856,RT @davidiliffe: Incredible ! RT @Jamess_Twits: ! “@QldSES Trampoline stuck in the top of power pole. Unbelievable #Bargara #bigwet http ...,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : incredible ! rt <allcaps> <user> : ! <user> trampoline stuck in the top of power pole . unbelievable <hashtag> bargara <hashtag> bigwet http . <repeat>
177,295377135730839552,"Just found out my mum is trapped at home, no water, no power,  tree's down across roads out of her property near glasshouse mtns. #bigwet",Eyewitness,Affected individuals,Related and informative,"just found out my mum is trapped at home , no water , no power , tree 's down across roads out of her property near glasshouse mtns . <hashtag> bigwet"
178,295378662474280960,"Redcliffe CBD's Humpybong Creek is high, but doing the job of getting the storm water to the bay. #Bigwet http://t.co/PEseDZSE",Eyewitness,Infrastructure and utilities,Related and informative,"redcliffe cbd <allcaps> 's humpybong creek is high , but doing the job of getting the storm water to the bay . <hashtag> bigwet <url>"
180,295382131167854593,RT @QPSmedia: Weather system has picked up speed &amp; is now affecting SEQ #bigwet,Media,Caution and advice,Related and informative,rt <allcaps> <user> : weather system has picked up speed & is now affecting seq <allcaps> <hashtag> bigwet
181,295382366044700672,RT @ABCNews24: #QLDfloods watch live: @theqldpremier Campbell Newman &amp; Emergency Management Qld are addressing the media http://t.co ...,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : <hashtag> qld <allcaps> floods watch live : <user> campbell newman & emergency management qld are addressing the media <url> . <repeat>
182,295386124124291072,RT @LisaHerbertABC: HOLY COW!!! RT “@QldSES Trampoline stuck in the top of power pole. Unbelievable #Bargara #bigwet http://t.co/2J36NKdR,Media,Caution and advice,Related and informative,rt <allcaps> <user> : holy <allcaps> cow <allcaps> ! <repeat> rt <allcaps> <user> trampoline stuck in the top of power pole . unbelievable <hashtag> bargara <hashtag> bigwet <url>
183,295389223723339777,This is some serious shit!! :-/ #BigWet http://t.co/zufdLGUa,Not labeled,Not labeled,Not applicable,this is some serious shit ! <repeat> : - / <hashtag> bigwet <url>
184,295390037409935360,RT @Energex: Safety alert: Now more than 500 fallen powerlines reported in SEQ. Keep everyone well away and call us on 13 19 62. #bigwet,Business,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : safety alert : now more than <number> fallen powerlines reported in seq <allcaps> . keep everyone well away and call us on <number> <number> <number> <hashtag> bigwet
185,295392054870151171,thank you here is your own personal linkup http://t.co/XUkPNALs  #bigwet,Not labeled,Not labeled,Not related,thank you here is your own personal linkup <url> <hashtag> bigwet
186,295393011171479554,There is still the potential for #tornado activity across SEQ. #bigwet,Government,Caution and advice,Related - but not informative,there is still the potential for <hashtag> tornado activity across seq <allcaps> . <hashtag> bigwet
187,295393233494765568,This was on FB Gold Coast &amp; Tweed is currently on Tornado Watch!! #Crap #bigwet http://t.co/eqIzWsBp,Media,Other Useful Information,Related and informative,this was on fb <allcaps> gold coast & tweed is currently on tornado watch ! <repeat> <hashtag> crap <hashtag> bigwet <url>
188,295394076537257984,@AusNewsNetwork Your mom's breaking #NEWMAN re #BIGWET #OSWALD I've visited homes TORN apart today There is a trail of distruction along…,Media,Affected individuals,Related and informative,<user> your mom 's breaking <hashtag> newman <allcaps> <allcaps> re <hashtag> bigwet <allcaps> <allcaps> <hashtag> oswald <allcaps> <allcaps> i 've visited homes torn <allcaps> apart today there is a trail of distruction along
189,295394907001073665,There's dihydrogen monixide everywhere! #bnestorm #bigwet,Outsiders,Other Useful Information,Related - but not informative,there 's dihydrogen monixide everywhere ! <hashtag> bnestorm <hashtag> bigwet
190,295395573916372992,A shot of the tree on our roof taken from the neighbour's garden. #bigwet #bnestorm http://t.co/udtnqO9w,Eyewitness,Affected individuals,Related - but not informative,a shot of the tree on our roof taken from the neighbour 's garden . <hashtag> bigwet <hashtag> bnestorm <url>
191,295395657802469376,Video of Mayor Tom Tate holding media conference at 1.30pm to update on severe weather https://t.co/buyllod8 #bigwet #qldflood #qldfloods,Media,Caution and advice,Related and informative,video of mayor tom tate holding media conference at <number> pm to update on severe weather <url> <hashtag> bigwet <hashtag> qldflood <hashtag> qldfloods
192,295396999979741185,@HarveyNormanAU Can it make the #bigwet go away up here?,Business,Other Useful Information,Related - but not informative,<user> can it make the <hashtag> bigwet go away up here ?
193,295397859824660481,#india #latest news Major floods hammer northern Australia http://t.co/9AvIdwAw,Media,Other Useful Information,Related and informative,<hashtag> india <hashtag> latest news major floods hammer northern australia <url>
194,295401433346490368,@gympie_times: Oswald hits Gympie - photos: http://t.co/sLaFsmnP #bigwet hope my family is ok...,Media,Sympathy and support,Related and informative,<user> : oswald hits gympie - photos : <url> <hashtag> bigwet hope my family is ok . <repeat>
195,295402230276829184,Omfg : God I love that when this occurs http://t.co/6HGzQS0q  #bigwet,Not labeled,Not labeled,Not related,omfg : god i love that when this occurs <url> <hashtag> bigwet
196,295402234454360064,#bigwet is Fehlberg Park in Fairfield going under this time?,Outsiders,Other Useful Information,Related and informative,<hashtag> bigwet is fehlberg park in fairfield going under this time ?
198,295403182358659075,Hmm #bigwet is trending.. 'QC: Do you like my #BigWet Pipe im sorry... I just had to #RuneScape,Not labeled,Not labeled,Not related,hmm <hashtag> bigwet is trending . <repeat> ` qc <allcaps> : do you like my <hashtag> bigwet pipe im sorry . <repeat> i just had to <hashtag> runescape
199,295403480154243073,"Keperra Golf Course, NW Brisbane @abcnews  #bigwet pic by Jay Larkins @Wika1115 http://t.co/O4CtoHZG",Media,Other Useful Information,Related - but not informative,"keperra golf course , nw <allcaps> brisbane <user> <hashtag> bigwet pic by jay larkins <user> <url>"
200,295403673121591296,RT “@atko17: Car v tree Mooloolaba @abcsunshine @ABCNews24 #bigwet http://t.co/btPGBOfM” @couriermail,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : car v tree mooloolaba <user> <user> <hashtag> bigwet <url> <user>
201,295406512644452352,"Queensland records first flood death, as statewide catastrophe declared - Brisbane Times: Sydney Morning HeraldQ... http://t.co/QRqGTaX6",Media,Affected individuals,Related and informative,"queensland records first flood death , as statewide catastrophe declared - brisbane times : sydney morning heraldq . <repeat> <url>"
202,295407024353710081,Jeez peeps. It's just some heavy rain and a bit of wind. The apocalypse it ain't. #oldschoolweather #bigwet,Outsiders,Other Useful Information,Related - but not informative,jeez peeps . it 's just some heavy rain and a bit of wind . the apocalypse it ai n't . <hashtag> oldschoolweather <hashtag> bigwet
203,295407477363716096,RT @TheTonyRiley: @SESBrisbane: Another Brisbane City SES team heading out..#bigwet http://t.co/VEkdKXxV we are all thanful for the vo ...,Media,Donations and volunteering,Related and informative,rt <allcaps> <user> : <user> : another brisbane city ses <allcaps> team heading out . <repeat> <hashtag> bigwet <url> we are all thanful for the vo . <repeat>
204,295408228131536896,http://t.co/D6MlMuWC Bed not the culprit this particular done?  #TheCollectiveOnSNOL #bigwet,Not labeled,Not labeled,Not related,<url> bed not the culprit this particular done ? <hashtag> thecollectiveonsnol <allcaps> <hashtag> bigwet
205,295408752415350785,"Now that #bigwet is trending topic, spammers are using hash tag, be careful on the links you click with #bigwet hashtag.",Not labeled,Not labeled,Not related,"now that <hashtag> bigwet is trending topic , spammers are using hash tag , be careful on the links you click with <hashtag> bigwet hashtag ."
206,295409297683279872,165mm in the 24 hrs to 3pm at #mountcrosby with more to come. Gusts feel less powerful and less frequent #bigwet @612brisbane,Media,Caution and advice,Related and informative,<number> mm in the <number> hrs to <number> pm at <hashtag> mountcrosby with more to come . gusts feel less powerful and less frequent <hashtag> bigwet <user>
207,295409335432007682,Queensland braces for flooding: The Australian state of Queensland is on alert for flooding and more tornadoes i... http://t.co/HeaqG3dN,Media,Caution and advice,Related and informative,queensland braces for flooding : the australian state of queensland is on alert for flooding and more tornadoes i . <repeat> <url>
209,295409964556644352,http://t.co/Dn7AsApw OMG this made me laugh really loudly while everyone else in my house is trying  #bigwet,Not labeled,Not labeled,Not related,<url> omg <allcaps> this made me laugh really loudly while everyone else in my house is trying <hashtag> bigwet
210,295409998106882048,Who dubbed this storm #bigwet they need to be awarded with the OBVIOUS medallion.,Outsiders,Other Useful Information,Related - but not informative,who dubbed this storm <hashtag> bigwet they need to be awarded with the obvious <allcaps> medallion .
211,295410396595109888,View from Mater hospital across to the city #bigwet http://t.co/N0R7GjrX,Eyewitness,Other Useful Information,Related and informative,view from mater hospital across to the city <hashtag> bigwet <url>
212,295411029914046464,Rain coming under closed front door now.  #bigwet #brisbane,Eyewitness,Infrastructure and utilities,Related and informative,rain coming under closed front door now . <hashtag> bigwet <hashtag> brisbane
213,295411063481040897,"#RainbowEagle is sick of the #bigwet. Sunshine and light showers, please http://t.co/x1o6YCEp",Eyewitness,Other Useful Information,Related - but not informative,"<hashtag> rainboweagle is sick of the <hashtag> bigwet . sunshine and light showers , please <url>"
214,295411759714562048,#leimo http://t.co/6AQgXb47 Major floods hammer northern Australia: People look at a boat th... http://t.co/vZ6r5NCC @Leimo @crowealexand,Outsiders,Other Useful Information,Related and informative,<hashtag> leimo <url> major floods hammer northern australia : people look at a boat th . <repeat> <url> <user> <user>
215,295412070088839168,RT @TonyAbbottMHR: My thoughts go out to everyone battling floods in QLD. The emergency services doing everything to keep people safe ha ...,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : my thoughts go out to everyone battling floods in qld <allcaps> . the emergency services doing everything to keep people safe ha . <repeat>
216,295412791509151744,http://t.co/DmDgLZRs Australian state of Queensland braces for flooding The #nbc #news #free #architecture #startup #stocks #ebay #mktg,Media,Infrastructure and utilities,Related - but not informative,<url> australian state of queensland braces for flooding the <hashtag> nbc <hashtag> news <hashtag> free <hashtag> architecture <hashtag> startup <hashtag> stocks <hashtag> ebay <hashtag> mktg
217,295413793951989760,#bigwet http://t.co/b9ydCeb9 oh lord I laughed so hard when I read this!,Not labeled,Not labeled,Not related,<hashtag> bigwet <url> oh lord i laughed so hard when i read this !
218,295415115187093504,#bigwet http://t.co/2jZTy41G These kinds of assholes! : Almost all I want can be a good man,Not labeled,Not labeled,Not related,<hashtag> bigwet <url> these kinds of assholes ! : almost all i want can be a good man
219,295415157134352385,#bigwet May somebody help me fix This particular http://t.co/hCCjR8fq,Not labeled,Not labeled,Not related,<hashtag> bigwet may somebody help me fix this particular <url>
220,295415245181161472,Story Bridge has been reopened. #bigwet,Media,Infrastructure and utilities,Related and informative,story bridge has been reopened . <hashtag> bigwet
221,295416692241231872,@shellys28scoop Nice one for ducks #bigwet,Not labeled,Not labeled,Not related,<user> nice one for ducks <hashtag> bigwet
222,295416901943828481,RT if you are older than 9 #bigwet #getinvolved,Not labeled,Not labeled,Not related,rt <allcaps> if you are older than <number> <hashtag> bigwet <hashtag> getinvolved
223,295417103262031874,"Guys, this picture of a tornado has absolutely nothing to do with today’s weather in QLD. #bnestorm #bigwet #tornado http://t.co/nk9vin6y",Eyewitness,Affected individuals,Related - but not informative,"guys , this picture of a tornado has absolutely nothing to do with todays weather in qld <allcaps> . <hashtag> bnestorm <hashtag> bigwet <hashtag> tornado <url>"
224,295417677881671681,Stay safe...and preferably indoors. #bigwet,Outsiders,Sympathy and support,Related - but not informative,stay safe . <repeat> and preferably indoors . <hashtag> bigwet
225,295419355632635904,"RT @AustralianNews: Queensland records first flood death, as statewide catastrophe declared - Brisbane Times http://t.co/Q9Q5MdVW",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : queensland records first flood death , as statewide catastrophe declared - brisbane times <url>"
226,295419720520310786,YIKES!! Tree + Powerlines!! #Toowoomba #bigwet http://t.co/df7OQ7dG,Eyewitness,Infrastructure and utilities,Related and informative,yikes <allcaps> ! <repeat> tree + powerlines ! <repeat> <hashtag> toowoomba <hashtag> bigwet <url>
227,295420014138376194,#oomf #bigwet #follow http://t.co/FLTZe8Yo Now this is sooooo amazing,Not labeled,Not labeled,Not related,<hashtag> oomf <hashtag> bigwet <hashtag> follow <url> now this is so <elong> amazing
228,295421847028236288,Hang in there shade sail! #bigwet #crazyweather http://t.co/pZCBqIho,Outsiders,Sympathy and support,Related - but not informative,hang in there shade sail ! <hashtag> bigwet <hashtag> crazyweather <url>
229,295421918352404481,RT @sunshineglen: This new satellite image shows the sheer size of the system moving across Queensland right now. #bigwet http://t.co/Ip ...,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : this new satellite image shows the sheer size of the system moving across queensland right now . <hashtag> bigwet <url> . <repeat>
230,295421926720028672,Australia has floods/bushfires; we've had lots of snow and now flooding. Jesus said 'Love one another'. Plse look out 4 *all* #love,Not labeled,Not labeled,Not related,australia has floods / bushfires ; we 've had lots of snow and now flooding . jesus said ` love one another ' . plse look out <number> * all * <hashtag> love
231,295423617016160256,ahahah my partner and i cant breathing!!!!  #bigwet http://t.co/MLgDbTP0,Not labeled,Not labeled,Not related,ahahah my partner and i cant breathing ! <repeat> <hashtag> bigwet <url>
232,295423872872890368,RT @Schrinner: Just been advised that all CityCat and Ferry services on the Brisbane River have been suspended. #bigwet,Outsiders,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : just been advised that all citycat and ferry services on the brisbane river have been suspended . <hashtag> bigwet
233,295424011297488897,RT @MMcInerney89: Apparently areas around Coffs Harbour are expecting about 400-500mm tomorrow. #bigwet,Media,Caution and advice,Related and informative,rt <allcaps> <user> : apparently areas around coffs harbour are expecting about <number> <number> mm tomorrow . <hashtag> bigwet
234,295424996963147778,This is rugged stuff. I'm feeling ever growing respect for those folk up north who brave through cyclones.  #bigwet,Outsiders,Sympathy and support,Related - but not informative,this is rugged stuff . i 'm feeling ever growing respect for those folk up north who brave through cyclones . <hashtag> bigwet
235,295425693205008384,@theqldpremier to give another update at 5pm. #bigwet,Government,Other Useful Information,Related - but not informative,<user> to give another update at <number> pm . <hashtag> bigwet
236,295425789661433856,http://t.co/t8rAJXo5  #bigwet Rondo I laughed so hard I think I got abs,Not labeled,Not labeled,Not related,<url> <hashtag> bigwet rondo i laughed so hard i think i got abs
237,295426339132026880,Apparently Wollongong is going to cop this Qld rain and floods about midnight Monday? Anyone know anything more?,Outsiders,Other Useful Information,Related - but not informative,apparently wollongong is going to cop this qld rain and floods about midnight monday ? anyone know anything more ?
238,295426431406731265,"As Queensland's big wet intensifies, NINE NEWS has a special one hour bulletin NOW for Queensland viewers. #QLDFloods http://t.co/7c9gfxVH",Media,Other Useful Information,Related and informative,"as queensland 's big wet intensifies , nine <allcaps> news <allcaps> has a special one hour bulletin now <allcaps> for queensland viewers . <hashtag> qldf <allcaps> loods <url>"
239,295426590777683969,This kind of assholes! -- All I would like can be a nice man  #bigwet http://t.co/E3Edopwt,Not labeled,Not labeled,Not related,this kind of assholes ! -- all i would like can be a nice man <hashtag> bigwet <url>
240,295426657886552064,RT @QPSmedia Major flooding occurring in Lockyer Valley. Evacuations underway #bigwet,Media,Caution and advice,Related and informative,rt <allcaps> <user> major flooding occurring in lockyer valley . evacuations underway <hashtag> bigwet
241,295426813096775682,Now this  is really f'n ridiculous! http://t.co/eEfLEMFi  #bigwet,Not labeled,Not labeled,Not related,now this is really f 'n ridiculous ! <url> <hashtag> bigwet
242,295427165422493696,"The windows are shaking at home, the wind is crazy!! And it's getting worse - #GoldCoast #bigwet",Eyewitness,Infrastructure and utilities,Related - but not informative,"the windows are shaking at home , the wind is crazy ! <repeat> and it 's getting worse - <hashtag> goldcoast <hashtag> bigwet"
243,295427740008587264,#qldfloods We laughed so difficult I used to be banging http://t.co/L4pUjaAI,Not labeled,Not labeled,Not related,<hashtag> qldfloods we laughed so difficult i used to be banging <url>
244,295428306277376001,"Fine, now i am jealous!  #qldfloods http://t.co/SbgYKUKw",Not labeled,Not labeled,Not related,"fine , now i am jealous ! <hashtag> qldfloods <url>"
245,295428713120690176,250 businesses will be impacted in Brisbane #bigwet #qldfloods #qld #QldFlooding,Media,Infrastructure and utilities,Related and informative,<number> businesses will be impacted in brisbane <hashtag> bigwet <hashtag> qldfloods <hashtag> qld <hashtag> qldflooding
246,295430298554998784,RT @QPSmedia: Brisbane and Bremer rivers - flooding much lower than 2011. #bigwet,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : brisbane and bremer rivers - flooding much lower than <number> <hashtag> bigwet
247,295430566990454786,Only when it buckets down. Bardon backyard creek appears #bigwet http://t.co/5FMrtrTT,Eyewitness,Affected individuals,Related and informative,only when it buckets down . bardon backyard creek appears <hashtag> bigwet <url>
248,295430567003041792,#qldfloods Hahhahaha Wow -- This is the best shit i`ve seen,Not labeled,Not labeled,Not related,<hashtag> qldfloods hahhahaha wow -- this is the best shit i ` ve seen
249,295430621499645952,RT @politicaltragic: #Qldfloods So how many front line emergency personnel did Newman get rid of in 2012? Remind me please CN you wicked ...,Eyewitness,Not applicable,Related - but not informative,rt <allcaps> <user> : <hashtag> qldfloods so how many front line emergency personnel did newman get rid of in <number> ? remind me please cn <allcaps> you wicked . <repeat>
250,295430676029796352,Hahhhhaha da hell! This this this made me laugh! (':  #bigwet http://t.co/oDrGzEmi,Not labeled,Not labeled,Not related,hahhhhaha da hell ! this this this made me laugh ! -LRB- ' : <hashtag> bigwet <url>
251,295430696997105664,#bigwet silly girl didn't tag me ;) but this made me cry i love and miss you SO MUCH33 http://t.co/RhFSb16K,Not labeled,Not labeled,Not related,<hashtag> bigwet silly girl did n't tag me <smile> but this made me cry i love and miss you so <allcaps> much <allcaps> <number> <url>
252,295431238062317568,Though pics have shown the banks have been breached slightly already #bigwet,Eyewitness,Other Useful Information,Related and informative,though pics have shown the banks have been breached slightly already <hashtag> bigwet
253,295431414256648192,RT @Stevesownacc: @SwannyDPM has been advised to stay away from the #qldfloods . The huge tin foil hat on his massive head attracts ligh ...,Eyewitness,Caution and advice,Related - but not informative,rt <allcaps> <user> : <user> has been advised to stay away from the <hashtag> qldfloods . the huge tin foil hat on his massive head attracts ligh . <repeat>
254,295431565226418177,RT @7NewsBrisbane: Flood Flag Maps from the Brisbane City Council. #bigwet #bnestorm http://t.co/ZNvmfW9I,Media,Caution and advice,Related and informative,rt <allcaps> <user> : flood flag maps from the brisbane city council . <hashtag> bigwet <hashtag> bnestorm <url>
255,295431850451664896,RT @QPSmedia: Expect another 6 hours of rain in Brisbane. Flash flooding and dangerous conditions continue. #bigwet,Media,Caution and advice,Related and informative,rt <allcaps> <user> : expect another <number> hours of rain in brisbane . flash flooding and dangerous conditions continue . <hashtag> bigwet
256,295431955313467394,😳😱😔 RT @jonoperry: The big surf has destroyed Noosa Beach #bigwet http://t.co/qbqpqi4t”,Outsiders,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : the big surf has destroyed noosa beach <hashtag> bigwet <url>
257,295432026599874560,Anybody learn how to resolve this particular? http://t.co/jBjpWxEV  #bigwet,Not labeled,Not labeled,Not related,anybody learn how to resolve this particular ? <url> <hashtag> bigwet
259,295432269869486081,"Brisbane and Bremmer rivers to flood, but 'nothing like 2011' say Newman and Quirk http://t.co/yToMKZ1e #bigwet",Government,Caution and advice,Related and informative,"brisbane and bremmer rivers to flood , but ` nothing like <number> ' say newman and quirk <url> <hashtag> bigwet"
260,295432802567081985,Massive flooding ahead for Queensland &amp; parts of The UK.,Media,Caution and advice,Related - but not informative,massive flooding ahead for queensland & parts of the uk <allcaps> .
261,295432966119755776,27/17:22 EST Flood Warning - Burrum River (QLD) http://t.co/1hTPllK5,Government,Caution and advice,Related and informative,<number> / <number> est <allcaps> flood warning - burrum river -LRB- qld <allcaps> -RRB- <url>
262,295433343636480000,Gotta love having a relapse of the stomach flu.. I cannot believe this week. I'm done.  #qldfloods http://t.co/rbgohhQO,Not labeled,Not labeled,Not related,got ta love having a relapse of the stomach flu . <repeat> i can not believe this week . i 'm done . <hashtag> qldfloods <url>
263,295433482040119297,#qldfloods http://t.co/Us06tjFT HAHAHAHA last time I heard that joke I laughed so hard that I dropped my game boy advance -___-,Not labeled,Not labeled,Not related,<hashtag> qldfloods <url> hahahaha <allcaps> last time i heard that joke i laughed so hard that i dropped my game boy advance - _ <elong> -
264,295433985365012480,Photo: My view right now. #QLDFloods http://t.co/z9fGoJ0z,Eyewitness,Other Useful Information,Related and informative,photo : my view right now . <hashtag> qldf <allcaps> loods <url>
265,295434299916820480,RT @QPSmedia: EMERGENCY ALERT: Laidley Creek is expected to peak at 5.30pm with major flooding to 2011 levels. #bigwet,Government,Caution and advice,Related and informative,rt <allcaps> <user> : emergency <allcaps> alert <allcaps> : laidley creek is expected to peak at <number> pm with major flooding to <number> levels . <hashtag> bigwet
266,295434442535743489,We have officially lost power in #palmwoods #bigwet,Eyewitness,Infrastructure and utilities,Related and informative,we have officially lost power in <hashtag> palmwoods <hashtag> bigwet
268,295436086677733377,#BIGWET WAIT We KNOW DAM CAPACITY IS 225% #NEWMAN SPEAKS OF 88% FIGURE? Is He saying  #wivenhoe Dam is at 12% from FULL #BNEFLOOD CAPACITY?,Outsiders,Other Useful Information,Related and informative,<hashtag> bigwet <allcaps> <allcaps> wait <allcaps> we know <allcaps> dam <allcaps> capacity <allcaps> is <allcaps> <number> % <hashtag> newman <allcaps> <allcaps> speaks <allcaps> of <allcaps> <number> % figure <allcaps> ? is he saying <hashtag> wivenhoe dam is at <number> % from full <allcaps> <hashtag> bneflood <allcaps> <allcaps> capacity <allcaps> ?
269,295436241892171776,More #LockyerValley evacs. Houses flooded in 2011 in Glenore Grove and Kensington Grove asked to evac to Gatton Shire Hall #bigwet,Outsiders,Caution and advice,Related and informative,more <hashtag> lockyervalley evacs . houses flooded in <number> in glenore grove and kensington grove asked to evac to gatton shire hall <hashtag> bigwet
270,295436468376178688,No crossing enoggera creek on that side road The Gap #bigwet #brisbane #flood http://t.co/GIr3wHOm,Eyewitness,Caution and advice,Related and informative,no crossing enoggera creek on that side road the gap <hashtag> bigwet <hashtag> brisbane <hashtag> flood <url>
271,295436753588846592,http://t.co/OlHAZOO2  #bigwet This made me cry with laughter,Not labeled,Not labeled,Not related,<url> <hashtag> bigwet this made me cry with laughter
272,295436833263853570,RT @SIartybartfast: You idiot. Qld and nth Australia has been flooding for millennia. NOTHING NEW. @Adam_Stott @TonyAbbottMHR #auspol,Outsiders,Other Useful Information,Related - but not informative,rt <allcaps> <user> : you idiot . qld and nth australia has been flooding for millennia . nothing <allcaps> new <allcaps> . <user> <user> <hashtag> auspol
273,295437286244487168,#qldfloods This made me laugh hahah! MY FIVE HUSBANDS :') http://t.co/CA3ADLbQ,Not labeled,Not labeled,Not related,<hashtag> qldfloods this made me laugh hahah ! my <allcaps> five <allcaps> husbands <allcaps> <smile> <url>
274,295437437256224769,Level 3 outside smoking area at BNE international now closed. No smoking option past customs/security. #bigwet,Not labeled,Not labeled,Not related,level <number> outside smoking area at bne <allcaps> international now closed . no smoking option past customs / security . <hashtag> bigwet
275,295439236629401600,RT @ascottgr: #bigwet   Climate change my arse.,Not labeled,Not labeled,Not related,rt <allcaps> <user> : <hashtag> bigwet <elong> climate change my arse .
276,295439509229801473,@7NewsBrisbane @billmcdonald1 @SharynGhidella can we please have an update for Caboolture/Morayfield region please? #bigwet #7NewsBrisbane,Media,Other Useful Information,Related and informative,<user> <user> <user> can we please have an update for caboolture / morayfield region please ? <hashtag> bigwet <hashtag> <number> newsbrisbane
277,295439773504516096,http://t.co/ImxveOTZ My partner and i laughed so desperately...  #bigwet,Not labeled,Not labeled,Not related,<url> my partner and i laughed so desperately . <repeat> <hashtag> bigwet
278,295439840592408576,#bigwet http://t.co/vHJjYZwc hahaha this made me laugh,Not labeled,Not labeled,Not related,<hashtag> bigwet <url> hahaha this made me laugh
279,295439958053904384,#bigwet http://t.co/3y1xOzXF OMG SKIP I LOVE YOU SO MUCH FOR THIS Finally home with my baby,Not labeled,Not labeled,Not related,<hashtag> bigwet <url> omg <allcaps> skip <allcaps> i love <allcaps> you <allcaps> so <allcaps> much <allcaps> for <allcaps> this <allcaps> finally home with my baby
