,tweet id, tweet, label,tweet_cleaned
3178,'262747918656761856',if I have volleyball on Wednesday I'm gonna be sooooo pissed.,off-topic,if i have volleyball on wednesday i 'm gon na be so <elong> pissed .
3179,'263291005556637696',Halloween on Saturday ? That's fucking retarted .,off-topic,halloween on saturday ? that 's fucking retarted .
3180,'263009096268148736',all quiet on the Chelsea front. #hurricanesandy @ Karen's Den of Iniquity http://t.co/waBE5mi5,on-topic,all quiet on the chelsea front . <hashtag> hurricanesandy @ karen 's den of iniquity <url>
3181,'262947133810950144',We will be CLOSED tomorrow and hopefully shipping can resume on Wednesday. Hoping the flood waters miss us. Stay safe neighbors!,off-topic,we will be closed <allcaps> tomorrow and hopefully shipping can resume on wednesday . hoping the flood waters miss us . stay safe neighbors !
3182,'263107604526551040',The world just another swimming pool thanks to Mother Nature  @ My Place http://t.co/RrK88cQE,on-topic,the world just another swimming pool thanks to mother nature @ my place <url>
3183,'262639061800464384',"Dear New Yorkers, A hurricane is not the apocalypse. Thanks, Me.",on-topic,"dear new yorkers , a hurricane is not the apocalypse . thanks , me ."
3184,'263073372529889280',@ejayzo if your lap top has betters charge it in there! You need your phone more lol,off-topic,<user> if your lap top has betters charge it in there ! you need your phone more lol
3185,'262727096827273216',I wish I knew than what I know now,off-topic,i wish i knew than what i know now
3186,'263104900538454016',The weakness I have for those 3 words.,off-topic,the weakness i have for those <number> words .
3187,'262620695278784512',Look Mama we made it,off-topic,look mama we made it
3188,'262738965256347648',"@senoritauniqua_ Niggah please my procrastination is so bad, I hand in assignments AFTER the due date",off-topic,"<user> niggah please my procrastination is so bad , i hand in assignments after <allcaps> the due date"
3189,'263377777347149824',@LCrampsie http://t.co/8Aes95On maybe that will help? News is saying a few days unfortunately,off-topic,<user> <url> maybe that will help ? news is saying a few days unfortunately
3190,'263074107472609281',I am still feeling hated http://t.co/CnZMIdf8,off-topic,i am still feeling hated <url>
3191,'262385560377774080',@LeoSorcher haha i could imagine u were prob flipping out,off-topic,<user> haha i could imagine u were prob flipping out
3192,'262949891595190273',@nicolezee exactly. I'm living the life right mow,off-topic,<user> exactly . i 'm living the life right mow
3193,'263318392965038080',@Nic0LeSaNgill0o: You'll all be spewin fuck it #imsick,off-topic,<user> : you 'll all be spewin fuck it <hashtag> imsick
3194,'262687693480292352',@RobWipfler59 there the jets. The giants are loosing to tony romo and the cowboys,off-topic,<user> there the jets . the giants are loosing to tony romo and the cowboys
3195,'262873564137521153',"Legit, Blair Waldorf was such a cunt character. I remember wanting to be her so bad lol",off-topic,"legit , blair waldorf was such a cunt character . i remember wanting to be her so bad lol"
3196,'262637589213888513',@Prodr1977 we did for each other but you forgot how I did for you along the way and I really don't need anything even if I'm broke,off-topic,<user> we did for each other but you forgot how i did for you along the way and i really do n't need anything even if i 'm broke
3197,'262564810007400450',#NW Not Another Teen Movie,off-topic,<hashtag> nw <allcaps> <allcaps> not another teen movie
3198,'262681996482973697',Hihihi this guy instead of evacuating he wants to see mother nature lol,on-topic,hihihi this guy instead of evacuating he wants to see mother nature lol
3199,'262610689816924160',My dolphins are Sanduskying the fucking jets bunch of scrubs,off-topic,my dolphins are sanduskying the fucking jets bunch of scrubs
3200,'262716949002350593',Pasta Carbonara and a glass of vino for dinner!#HurricaneSandynight,on-topic,pasta carbonara and a glass of vino for dinner ! <hashtag> hurricanesandynight
3201,'263001231818125312',Only thing I'm worried about now is getting fat #Sandyproblems,on-topic,only thing i 'm worried about now is getting fat <hashtag> sandyproblems
3202,'263048865136119811',Mike betch  what you doing in your neck of the woods ?,off-topic,mike betch what you doing in your neck of the woods ?
3203,'262402623204888576',@BBRENMAR I see u boo,off-topic,<user> i see u boo
3204,'262621164386516992',@_madumwizel lmao but what am I going to do without my phone?! I'll go crazy,off-topic,<user> lmao but what am i going to do without my phone ! <repeat> i 'll go crazy
3205,'262893496325779456',High tide schedule for New York http://t.co/3qMCsdmC,on-topic,high tide schedule for new york <url>
3206,'262642025692803072',@OfficialKat I hope they now realise your choice to act wasn't the worst decision ever.,off-topic,<user> i hope they now realise your choice to act was n't the worst decision ever .
3207,'262834710542176256',"Mm , well that's cute to see .",off-topic,"mm , well that 's cute to see ."
3208,'263319514622619649',"Awww he loves me  , sent this yesterday . My first love http://t.co/zffdbnXA",off-topic,"aw <elong> he loves me , sent this yesterday . my first love <url>"
3209,'262709781142310912',"I'm at Equinox (New York, NY) http://t.co/ASaqY3ho",off-topic,"i 'm at equinox -LRB- new york , ny <allcaps> -RRB- <url>"
3210,'263325863943237632',Just posted a photo @ Verb Caf http://t.co/EY0EkMG8,off-topic,just posted a photo @ verb caf <url>
3211,'262678526480744448',Tony Romo Is A HOMO,off-topic,tony romo is a homo <allcaps>
3212,'263112744235048961',I wish I had someone to cuddle with during the storm... My bed is freezing and this wind is scary! #SingleGirlProblems,on-topic,i wish i had someone to cuddle with during the storm . <repeat> my bed is freezing and this wind is scary ! <hashtag> singlegirlproblems
3213,'263171714681286656',Lights were just too good.. #justice #nyc #lights #electro #house #music #techno #dis @ Hammerstein Ballroom http://t.co/yDGElnI8,off-topic,lights were just too good . <repeat> <hashtag> justice <hashtag> nyc <hashtag> lights <hashtag> electro <hashtag> house <hashtag> music <hashtag> techno <hashtag> dis @ hammerstein ballroom <url>
3214,'263377012595494912',Are there any cabs driving?,off-topic,are there any cabs driving ?
3215,'263295035133546497',@__Ranz: High five to Sprint for the service. High five to AT&amp;T,off-topic,<user> : high five to sprint for the service . high five to at <allcaps> & t
3216,'262955041349054464',They closed every movie theater :!,off-topic,they closed every movie theater : !
3217,'262598557788426240',@RussRB thanks! Just called but they're only open Tuesday- Friday 11 to 4...,off-topic,<user> thanks ! just called but they 're only open tuesday - friday <number> to <number>
3218,'262946954626076672',Yo STJ let's get that cancellation for tomorrow,off-topic,yo stj <allcaps> let 's get that cancellation for tomorrow
3219,'263334753292414976',I'm praying for those stuck and stranded without power. Love y'all.,on-topic,i 'm praying for those stuck and stranded without power . love y' all .
3220,'263018451604492288',@melanie_stamey ur Gunna think I suck .... Let's just say I missed my pr by 45 seconds....,off-topic,<user> ur gunna think i suck . <repeat> let 's just say i missed my pr by <number> seconds . <repeat>
3221,'263078725539749889',The wind is picking up now in bklyn,on-topic,the wind is picking up now in bklyn
3222,'262976110592143360',my dad is going to give Clint a tattoo,off-topic,my dad is going to give clint a tattoo
3223,'262444553078992897',I hate my drunk self.,off-topic,i hate my drunk self .
3224,'263097467250298880',Police tellin me to stay indoors... Got out and did the dougie ... Like a boss,off-topic,police tellin me to stay indoors . <repeat> got out and did the dougie . <repeat> like a boss
3225,'263068876726738944',@JessMarie_85 thanks. I'm doing my best :),off-topic,<user> thanks . i 'm doing my best <smile>
3226,'262682929812099074',"I don't read the script, script reads me",off-topic,"i do n't read the script , script reads me"
3227,'262599841346109440',If PC has school we will definitely have school,off-topic,if pc <allcaps> has school we will definitely have school
3228,'262594616161869824',He said I really want to be wit u  I jus LAUGHED  lmaooo !,off-topic,he said i really want to be wit u i jus laughed <allcaps> lmao <elong> !
3229,'263318364133404674',Hoes ain't gone be hoes no more just call them Sandy,on-topic,hoes ai n't gone be hoes no more just call them sandy
3230,'263313336106643457',"I'm at Rico Rico (Hudson, NJ) http://t.co/6yqxeUrt",off-topic,"i 'm at rico rico -LRB- hudson , nj <allcaps> -RRB- <url>"
3231,'262961732404785153',A niggah surfing he extra wavy,off-topic,a niggah surfing he extra wavy
3232,'262797760145784832',@NOFcks_Givn WTF why everybody say that ?,off-topic,<user> wtf <allcaps> why everybody say that ?
3233,'262951794764828672',Saying what but then one second later realizing what they said.,off-topic,saying what but then one second later realizing what they said .
3234,'262678775228149760',@aslanatay miss you too Pato!! I need to approve any baby names before future's are ruined!,off-topic,<user> miss you too pato ! <repeat> i need to approve any baby names before future 's are ruined !
3235,'262462228412915712',#GottaAceMySATexam : GOODNESS We wish our girl had stumbled upon that previously http://t.co/TZCaswGH you better get it now...,off-topic,<hashtag> gottaacemysat <allcaps> exam : goodness <allcaps> we wish our girl had stumbled upon that previously <url> you better get it now . <repeat>
3236,'262610522451623936',I rather be alone then be with someone who do not care about how i feel but want me to care bout them .,off-topic,i rather be alone then be with someone who do not care about how i feel but want me to care bout them .
3237,'263042535734272000',Went outside to get my mail. #Cabinfever (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 2969 others) http://t.co/hUCGlOlZ,on-topic,went outside to get my mail . <hashtag> cabinfever -LRB- @ frankenstorm apocalypse - hurricane sandy w / <number> others -RRB- <url>
3238,'262690406859407360',Ma Brother Think This Stump Tha Fxckn Yard He Needa Sit Tf Dwn,off-topic,ma brother think this stump tha fxckn yard he needa sit tf dwn
3239,'262376271114297344',#GottaAceMySATexam : !!! wish we students managed to get this previously http://t.co/2EU1qfeq hurry before its unavailable Notre Dame bay,off-topic,<hashtag> gottaacemysat <allcaps> exam : ! <repeat> wish we students managed to get this previously <url> hurry before its unavailable notre dame bay
3240,'262763209252032513',I'm going to call this one infection Irene and hope it takes after that let down and not like this upcoming sandy bitch.,on-topic,i 'm going to call this one infection irene and hope it takes after that let down and not like this upcoming sandy bitch .
3241,'263409773104488448',@KylerXAsh was it removed? It says not found when i click the link.,off-topic,<user> was it removed ? it says not found when i click the link .
3242,'262647180161069056',"Not for nothin' the saying, calm before the storm. #sandy",on-topic,"not for nothin ' the saying , calm before the storm . <hashtag> sandy"
3243,'262418486935056384',@Danyellium im too good for the team,off-topic,<user> im too good for the team
3244,'262711586827931649',@amandaabloss i refuse to ever watch that movie again.,off-topic,<user> i refuse to ever watch that movie again .
3245,'263306612930928641',"The houses closer to the beach were completely destroyed by the surge. #Sandy @ Belle Harbor, NY http://t.co/WFd3i0x7",on-topic,"the houses closer to the beach were completely destroyed by the surge . <hashtag> sandy @ belle harbor , ny <allcaps> <url>"
3246,'262940792216240130',"I'm at Central Market (New York, NY) http://t.co/ZJweAtds",off-topic,"i 'm at central market -LRB- new york , ny <allcaps> -RRB- <url>"
3247,'262693002017914880',@JimmyVanBramer jimmy I'm sooo proud of the good work you do stay safe,off-topic,<user> jimmy i 'm so <elong> proud of the good work you do stay safe
3248,'262566827194994688',@KaileyMcCaffery idk if I can anymore ! I'm suppose to sleep at Tori's since she lives down the road and I'm already with her !,off-topic,<user> idk if i can anymore ! i 'm suppose to sleep at tori 's since she lives down the road and i 'm already with her !
3249,'262599059011928064',No classes Monday or Tuesday?? #fuckyeah,off-topic,no classes monday or tuesday ? <repeat> <hashtag> fuckyeah
3250,'263054942804271106',Warning for people in the pink area...aka: everyone. @ Inside Sandy http://t.co/wMk039Jy,on-topic,warning for people in the pink area . <repeat> aka : everyone . @ inside sandy <url>
3251,'263401921895886848',"@ElBloombito  What, there aren't any deaf Spanish speaking people?",off-topic,"<user> what , there are n't any deaf spanish speaking people ?"
3252,'262952271317454851',The wind's handiwork: @ Grace Court http://t.co/X0GK10rP,off-topic,the wind 's handiwork : @ grace court <url>
3253,'263287264057102336',.@realDonaldTrump do you build vacuums to then live in?,off-topic,. <user> do you build vacuums to then live in ?
3254,'263026128082571264',@apiowinnie the #hurricane means no one travels till it settles.,on-topic,<user> the <hashtag> hurricane means no one travels till it settles .
3255,'263047921564540929',@Sunnnay_ make it into a tree house!,off-topic,<user> make it into a tree house !
3256,'262445612497240064',Sweet Juice @ Calico Jack's Cantina http://t.co/qsqkkLak,off-topic,sweet juice @ calico jack 's cantina <url>
3257,'262610072813850624',@DavickaTC2 definitely! pretty happy with myself right now! :)) #Sandy,off-topic,<user> definitely ! pretty happy with myself right now ! <smile> <hashtag> sandy
3258,'262795031251927041',@I_AM_HOTROD hey if u got a kik kik me dlrican....ill tell u all bout them...can i plz get a s/o,off-topic,<user> hey if u got a kik kik me dlrican . <repeat> ill tell u all bout them . <repeat> can i plz get a s / o
3259,'262970271663788032',tho #hurricane #sandy en route #easternseaboard life goest on in #gotham  just did gymoclock annnd still #hurtslikehell ab bench crunch! x,on-topic,tho <hashtag> hurricane <hashtag> sandy en route <hashtag> easternseaboard life goest on in <hashtag> gotham just did gymoclock annnd still <hashtag> hurtslikehell ab bench crunch ! x
3260,'262975199123763200',@Maa_Ngoo: Wen stuff start really gettin out ov hand outside thts wen my brotha and I are makn our move outside lol cnt waityo I'm down,off-topic,<user> : wen stuff start really gettin out ov hand outside thts wen my brotha and i are makn our move outside lol cnt waityo i 'm down
3261,'263116942875975681',This music is saving me right now,off-topic,this music is saving me right now
3262,'263349215332270080',Search and rescue / Recovery team. Aviation task force in full effect! NJ national g @ National Guard Armory http://t.co/dJmMeM44,off-topic,search and rescue / recovery team . aviation task force in full effect ! nj <allcaps> national g @ national guard armory <url>
3263,'262518541679484928',Anybody got pralems see me'!!,off-topic,anybody got pralems see me ' ! <repeat>
3264,'263006979310645249',@k8columbia I'll try! I'm supposed to work! I guess this was my afternoon break!,off-topic,<user> i 'll try ! i 'm supposed to work ! i guess this was my afternoon break !
3265,'262707553237078016',#parade #Louisiana #hot #sauce #best @ My Hideout http://t.co/o82scgnV,off-topic,<hashtag> parade <hashtag> louisiana <hashtag> hot <hashtag> sauce <hashtag> best @ my hideout <url>
3266,'262698283577769984',@ItaliaanStalion: @AshleyFerriolo u do a good job at it too  i know helllllllur,off-topic,<user> : <user> u do a good job at it too i know helllllllur
3267,'262783273418248192',@mandita_217: I really hope I don't wake up with a tree inside my room!!! lmaoo shut up please.,on-topic,<user> : i really hope i do n't wake up with a tree inside my room ! <repeat> lmaoo shut up please .
3268,'262541757282131968',On the phone for 7 hrs last night,off-topic,on the phone for <number> hrs last night
3269,'262600305303240704',The dim sum diners here in Dyker Heights. #CarpeDimSum  @ East Harbor Seafood Palace http://t.co/UPzuEukz,off-topic,the dim sum diners here in dyker heights . <hashtag> carpedimsum @ east harbor seafood palace <url>
3270,'262955001746432000',some people are out and the flowers bring us some sunshine on a needed day #sammy @ The Meatpacking District http://t.co/YLrVd84h,off-topic,some people are out and the flowers bring us some sunshine on a needed day <hashtag> sammy @ the meatpacking district <url>
3271,'262646350456451072',Btw this hurricane can do w.e but I'm still goin to work and make this money,on-topic,btw this hurricane can do w.e but i 'm still goin to work and make this money
3272,'262881459050803200',3 take homes! Good till Friday! (@ Middletown Medical) http://t.co/g3RFltSJ,off-topic,<number> take homes ! good till friday ! -LRB- @ middletown medical -RRB- <url>
3273,'262675635598671872',Zone A kbm #OMG #StudyingForTheSAT .. you better get it now http://t.co/DvDsMGVn,off-topic,zone a kbm <hashtag> omg <allcaps> <allcaps> <hashtag> studyingforthesat <allcaps> . <repeat> you better get it now <url>
3274,'262987854626553856',Weather is definitely deteriorating here. Please everyone stay safe. #DamnHurricaneSandy http://t.co/rUMRiGBR,on-topic,weather is definitely deteriorating here . please everyone stay safe . <hashtag> damnhurricanesandy <url>
3275,'263041363900256256',"Sandy, you put it down like New York City...  I never sleep!",off-topic,"sandy , you put it down like new york city . <repeat> i never sleep !"
3276,'262610547667791873',"Men will make you a promise and based on how they feel or you behave they will keep it, but God will keep your promises no matter what.",off-topic,"men will make you a promise and based on how they feel or you behave they will keep it , but god will keep your promises no matter what ."
3277,'263062871305494528',Shittt dads in nyc because works for MTA water in the car no where to park shits crazy ..hes parked in middle of street trying to get away,on-topic,shit <elong> dads in nyc because works for mta <allcaps> water in the car no where to park shits crazy . <repeat> hes parked in middle of street trying to get away
3278,'262590549901582336',I don't care I ain't going to school tomorrow #thatsit,off-topic,i do n't care i ai n't going to school tomorrow <hashtag> thatsit
3279,'262966164567764993',BANE Le #Babylonian breaking the back of ONE CHAIN BRUCE WAYNE #halloween2012 #nyc  @ Gotham City http://t.co/svffyshR,off-topic,bane <allcaps> le <hashtag> babylonian breaking the back of one <allcaps> chain <allcaps> bruce <allcaps> wayne <allcaps> <hashtag> halloween <number> <hashtag> nyc @ gotham city <url>
3280,'263322386449960960',DFG to vote on Nov 6 NY rem Romney was against FEMA...Obama sign cks 4 It Now...,off-topic,dfg <allcaps> to vote on nov <number> ny <allcaps> rem romney was against fema <allcaps> . <repeat> obama sign cks <number> it now . <repeat>
3281,'263124781350653952',"@StayTrueTo_You Kmfsl , chy ! I'm going to leave it up to God ! &amp;' the storm isnt coming my way .",on-topic,"<user> kmfsl , chy ! i 'm going to leave it up to god ! & ' the storm isnt coming my way ."
3282,'262787847084449792',Falling asleep to the XX &gt;&gt;&gt;&gt;&gt;&gt;,off-topic,falling asleep to the xx <allcaps> > > > > > >
3283,'262384711400304640',@amityaffliction thank you for keeping me alive right now.,off-topic,<user> thank you for keeping me alive right now .
3284,'262752686351478784',"Gust Blog: You dont have to be likeable to everyone to be a great #entrepreneur, just to the people who... http://t.co/X6C1PqjS #startups",off-topic,"gust blog : you dont have to be likeable to everyone to be a great <hashtag> entrepreneur , just to the people who . <repeat> <url> <hashtag> startups"
3285,'262999995995799552',Which way is aisle 5? Gee maybe after fuckin aisle 4 and before fuckin aisle 6 #hatepeople #misanthrope #saveme,off-topic,which way is aisle <number> ? gee maybe after fuckin aisle <number> and before fuckin aisle <number> <hashtag> hatepeople <hashtag> misanthrope <hashtag> saveme
3286,'262577878338789376',@Steadydark dude I have no way There. Their closing the island soon. No ones gonna be able to grt on,on-topic,<user> dude i have no way there . their closing the island soon . no ones gon na be able to grt on
3287,'263422316715864064',Nap number three of today. #HurricaneSandy has me stuck at home.,on-topic,nap number three of today . <hashtag> hurricanesandy has me stuck at home .
3288,'263338453792591872',I wanna go over someone's house,off-topic,i wan na go over someone 's house
3289,'263182907051479040',"@real_Serrano: fuck it, lets attempt to sleep! No I won't sleep with you! Lol damn didn't you see my tweet before? Hahaha jk #YoureNotGay",off-topic,"<user> : fuck it , lets attempt to sleep ! no i wo n't sleep with you ! lol damn did n't you see my tweet before ? hahaha jk <hashtag> yourenotgay"
3290,'263016862214922240',We're gonna die like in the movie 2012,off-topic,we 're gon na die like in the movie <number>
3291,'263403554272841728',I made it through the rain. Kept myself together. Hurricane Barry would have been much nicer.,on-topic,i made it through the rain . kept myself together . hurricane barry would have been much nicer .
3292,'262628752947806209',@LindaSanzo i love it! Youre supposed to pick up your feet and make a wish,off-topic,<user> i love it ! youre supposed to pick up your feet and make a wish
3293,'263061236508401665',"@AlexandraWilley shaking her garden fresh, braved the hurricane for, basil bixby. In a giant @ Kasa de Krame http://t.co/CqfJ9vgq",on-topic,"<user> shaking her garden fresh , braved the hurricane for , basil bixby . in a giant @ kasa de krame <url>"
3294,'263105686832037890',"I hope the electricity doesn't go out when I'm in the shower, cause I'll flip out.",on-topic,"i hope the electricity does n't go out when i 'm in the shower , cause i 'll flip out ."
3295,'262768478145110016',@pebenhoch57 lol pat. Idk about that. I'm pretty fucking sexy,off-topic,<user> lol pat . idk about that . i 'm pretty fucking sexy
3296,'263087578138439680',Still got power about to Watch he got game on my phone,off-topic,still got power about to watch he got game on my phone
3297,'262557156149166081',Sandy better hit hard I do not want to have class this week,on-topic,sandy better hit hard i do not want to have class this week
3298,'263311818892656640',"Still no power in Tribeca this AM. Could be days. Most of water receded. Some streets still flooded, but we are dry. http://t.co/zaruO75j",on-topic,"still no power in tribeca this am <allcaps> . could be days . most of water receded . some streets still flooded , but we are dry . <url>"
3299,'262903296627470336',@adamfeuerstein the Empire deli in Brooklyn is still doing business. If you're really desperate,off-topic,<user> the empire deli in brooklyn is still doing business . if you 're really desperate
3300,'263122604318130176',I need to stop listening to the radio :/ ugh hurricanes suck. #sodevistated #fuckyousandy just gonna watch Hitch instead.,on-topic,i need to stop listening to the radio : / ugh hurricanes suck . <hashtag> sodevistated <hashtag> fuckyousandy just gon na watch hitch instead .
3301,'263371502039216128',@honeyy_lovee oh ok I got a generator,off-topic,<user> oh ok i got a generator
3302,'262584068753985537',Go fins (@ Metlife Stadium Parking Lot J w/ 16 others) http://t.co/HzH89Mnr,off-topic,go fins -LRB- @ metlife stadium parking lot j w / <number> others -RRB- <url>
3303,'262789566753292288',Watching the one you love leave you for someone thats gonna hirt tgem .,off-topic,watching the one you love leave you for someone thats gon na hirt tgem .
3304,'262531393811263489',And we're all ready to board--just waiting for my 9:05 bus (@ Greyhound) http://t.co/gbIMN7A8,off-topic,and we 're all ready to board -- just waiting for my <number> bus -LRB- @ greyhound -RRB- <url>
3305,'262403376451551234',@BigDiesel1992 so..... When do you plan on coming back down diesel,off-topic,<user> so . <repeat> when do you plan on coming back down diesel
3306,'263004174520823808',@SaraahClayton I mean hey I'm down to do new things lets do it,off-topic,<user> i mean hey i 'm down to do new things lets do it
3307,'263322889472843776',Gotta survive without a stove or microwave #hungergames @ Casa de Cruz http://t.co/PFmjKBEV,off-topic,got ta survive without a stove or microwave <hashtag> hungergames @ casa de cruz <url>
3308,'262794578560688128',In case you didn't know @graceishur is the coolest person that will ever grace your life #getit #itsajoke,off-topic,in case you did n't know <user> is the coolest person that will ever grace your life <hashtag> getit <hashtag> itsajoke
3309,'262823047336177664',Just move on cause he will never love you how he loved her and if all he does is dwell on his last your definitely not gonna be his first!,off-topic,just move on cause he will never love you how he loved her and if all he does is dwell on his last your definitely not gon na be his first !
3310,'262755700818710529',Betta Get Her Brah ! she Acting Up !,off-topic,betta get her brah ! she acting up !
3311,'263326122438164480',Never thought I'd be wondering NYC in desperate search of power and coffee. #Sandy,on-topic,never thought i 'd be wondering nyc <allcaps> in desperate search of power and coffee . <hashtag> sandy
3312,'263318895534944257',I feel for the people in breezy point :/,off-topic,i feel for the people in breezy point : /
3313,'263094062477873153',loving all of these peachy updates from emergency alert on my cell. feeling reassured #thanksSandy,on-topic,loving all of these peachy updates from emergency alert on my cell . feeling reassured <hashtag> thankssandy
3314,'263098149206368257',Manhattan Looks So Fuckin Scary Right Now Smh,on-topic,manhattan looks so fuckin scary right now smh
3315,'263073795949068288',Parking signs flying thru the air down my street #bushwick #hur,off-topic,parking signs flying thru the air down my street <hashtag> bushwick <hashtag> hur
3316,'263123782930141185',@CapoMartin but Danny said we can use his crack hair as bags of sand to stop the flooding lmaoooo they're so stupid it's hilarious,off-topic,<user> but danny said we can use his crack hair as bags of sand to stop the flooding lmao <elong> they 're so stupid it 's hilarious
3317,'263040854460092416',&amp; clinicals are cancelled tomorrow all I need is pronto to be closed &amp; I will be one happy gal,off-topic,& clinicals are cancelled tomorrow all i need is pronto to be closed & i will be one happy gal
3318,'262756629529899008',This bridge in Newport News is almost underwater. http://t.co/SU5vuuYP,on-topic,this bridge in newport news is almost underwater . <url>
3319,'263353022766264320',"Brianna just said she liked my bedding because its like Chinese and then said but it's okay, I like Chinese food too. Ok",off-topic,"brianna just said she liked my bedding because its like chinese and then said but it 's okay , i like chinese food too . ok"
3320,'262986958828089344',@JackieMinsky no the real question is how can he not love u!!!!!???,off-topic,<user> no the real question is how can he not love u ? <repeat>
3321,'262443140470939650',@ImmediateLee It made you a curly blonde!,off-topic,<user> it made you a curly blonde !
3322,'263062987487711232',@AlexAllTimeLow: Halloween will be super. http://t.co/eGErBUJvI still have the URL alexgaskarthsforehead saved,off-topic,<user> : halloween will be super . <url> still have the url <allcaps> alexgaskarthsforehead saved
3323,'262939203875254272',I think it's an excused absence and we don't have to make these days up..,off-topic,i think it 's an excused absence and we do n't have to make these days up . <repeat>
3324,'262988734750945281',"wOw! @RapidAndi: Top Gear: James Bond Special, tonight 9pm BBC 2 :D http://t.co/o5Yjjcum",off-topic,"wow ! <user> : top gear : james bond special , tonight <number> pm bbc <allcaps> <number> <smile> <url>"
3325,'262670514332508161',@Gloria_Noellex3 awww lol  Heard you guys are closed though !,off-topic,<user> aw <elong> lol heard you guys are closed though !
3326,'262701420468383744',I'm sorry that was unnecessary lol,off-topic,i 'm sorry that was unnecessary lol
3327,'263342214812401664',@amandaaaelmo brother heard it on the news.,off-topic,<user> brother heard it on the news .
3328,'262711066532913152',@LaurenLapBand Lauren's such a bitch I can't deal lol I love this so much,off-topic,<user> lauren 's such a bitch i ca n't deal lol i love this so much
3329,'262742998046089216',@athleteswag: #ToMyFutureChildren You're going to play sports. #Fact,off-topic,<user> : <hashtag> tomyfuturechildren you 're going to play sports . <hashtag> fact
3330,'262571202739048449',Please be closed school. I hope Sandy meet up with Andy &amp; turn this whole bitch into some candy lol. Wateva that means..,on-topic,please be closed school . i hope sandy meet up with andy & turn this whole bitch into some candy lol . wateva that means . <repeat>
3331,'263395218320158720',@carnegiehall: Concerts scheduled for tomorrow have been cancelled or postponed. Ticketholders visit http://t.co/v7fTEOlv. #DSCH,on-topic,<user> : concerts scheduled for tomorrow have been cancelled or postponed . ticketholders visit <url> . <hashtag> dsch <allcaps> <allcaps>
3332,'263240050848980992',Thank you! RT @FonzoRB29: Praying for the Ppl on the East Coast,on-topic,thank you ! rt <allcaps> <user> : praying for the ppl on the east coast
3333,'263327696971501569',Chasing the dream. #sandy #frankenstormproblems  @ Chase http://t.co/WyL5hZ4b,on-topic,chasing the dream . <hashtag> sandy <hashtag> frankenstormproblems @ chase <url>
3334,'262747890345201665',#ToMyFurtureSon you better be into video games like your future mom :3!,off-topic,<hashtag> tomyfurtureson you better be into video games like your future mom : <number> !
3335,'262684612931747842',@m_ballas he's been having such a good season. Not sure what's going on here anymore.,off-topic,<user> he 's been having such a good season . not sure what 's going on here anymore .
3336,'262901082857025536',Will do you home? @Dontbekoy_Enjoy: @_TaniaNicole be safe,off-topic,will do you home ? <user> : <user> be safe
3337,'262571553999425538',So excited!!! No work tomorrow!! Where the party at?!??  @ Home Sweet Home http://t.co/73jGsRwr,off-topic,so excited ! <repeat> no work tomorrow ! <repeat> where the party at ? <repeat> @ home sweet home <url>
3338,'262385478987313152',I guess I'm a little lame for wearing a skull print blouse on Halloweekend but whatever.,off-topic,i guess i 'm a little lame for wearing a skull print blouse on halloweekend but whatever .
3339,'263080214979039232',My shore house is probably out floating in the Atlantic Ocean right now. Gonna have to go fish that shit out,off-topic,my shore house is probably out floating in the atlantic ocean right now . gon na have to go fish that shit out
3340,'263039348260368384',"@Karaoswinn Should be coming home tomorrow night! And it's just windy and rainy! It hasn't hit NYC yet, so that'll be interesting",on-topic,"<user> should be coming home tomorrow night ! and it 's just windy and rainy ! it has n't hit nyc <allcaps> yet , so that 'll be interesting"
3341,'262462060263247872',OMG those people do not want to sleep shit,off-topic,omg <allcaps> those people do not want to sleep shit
3342,'262587400767819777',@YoungREEK732: tell em ima @Squeeze_Blazzin till they free pretty piru,off-topic,<user> : tell em ima <user> till they free pretty piru
3343,'263074071238041600',The wind was so strong that the sign for the local business broke into half! #sandyonfox   http://t.co/cbD0S0UM,on-topic,the wind was so strong that the sign for the local business broke into half ! <hashtag> sandyonfox <url>
3344,'263362005736509440',"Sandy, its time for me to hit the gym. Since you lock me in #sandy #hurricane #hurricanesandy @ The Magellan http://t.co/UUXXnGIp",on-topic,"sandy , its time for me to hit the gym . since you lock me in <hashtag> sandy <hashtag> hurricane <hashtag> hurricanesandy @ the magellan <url>"
3345,'263329707725058048',Exploring all the damage with @itismonicaa @taylor_finley12 @RonnieRaymond5 @heyhuds,off-topic,exploring all the damage with <user> <user> <user> <user>
3346,'262730017820250113',@Netty_Harris I Been aigh u comin down der soon,off-topic,<user> i been aigh u comin down der soon
3347,'263139393940905984',@MyRoseFragrance she's from toronto :D,off-topic,<user> she 's from toronto <smile>
3348,'263096115623260160',Oh my god! @anildash: HOLY CRAP. Video of the ConEd power plant blowing out: http://t.co/iyGlAXVZ (starts at 0:16) via @JukayHsu,on-topic,oh my god ! <user> : holy <allcaps> crap <allcaps> . video of the coned power plant blowing out : <url> -LRB- starts at <number> -RRB- via <user>
3349,'263276689725997056',Where is Atlantic City on the map? Play the game at http://t.co/VV8CDNJJ #Atlantic City,off-topic,where is atlantic city on the map ? play the game at <url> <hashtag> atlantic city
