,tweet id, tweet, label,tweet_cleaned
759,'350625474138996736',y and bitter. Do we know who came to her aid?,off-topic,y and bitter . do we know who came to her aid ?
760,'348130716657283072',My jr high under water http://t.co/LqBtObHG3q,off-topic,my jr high under water <url>
761,'350481409351233536',@GatzTdaMax @zwee Yes that's why I typed it.,off-topic,<user> <user> yes that 's why i typed it .
763,'348858766751563776',@calgaryherald Is the Calgary Courts building open tomorrow?,off-topic,<user> is the calgary courts building open tomorrow ?
764,'350840114219454464',#yyccleanup @mybowness bow crescent is prepping the mother of all block parties to show appreciation for all volunteers.when? #cantwait!,off-topic,<hashtag> yyccleanup <user> bow crescent is prepping the mother of all block parties to show appreciation for all volunteers.when ? <hashtag> cantwait !
765,'350665793790410752',"ed to badly mangled. There were many species represented, including at least two LaRone wasn't familiar with. Sales boot",off-topic,"ed to badly mangled . there were many species represented , including at least two larone was n't familiar with . sales boot"
766,'347871543545712640',Ermahgawd #keg is my favourite!,off-topic,ermahgawd <hashtag> keg is my favourite !
767,'351835095528771584',".@purpleperk is open and smiling, but serving a limited menu, and you can't have The Guadalajra. Say http://t.co/iJYh2nErV9",off-topic,". <user> is open and smiling , but serving a limited menu , and you ca n't have the guadalajra . say <url>"
768,'348284925243441153',"'How do you spell bridgeland, gd or dg?... Oh, it was the e that was missing' - @ChefCamD, just now, a wee drunk.",off-topic,"` how do you spell bridgeland , gd or dg . <repeat> oh , it was the e that was missing ' - <user> , just now , a wee drunk ."
769,'351831515468021760',IM SO FUCKING PISSED OFF AND I DON'T EVEN FUCKING KNOW WHY!!! I WANNA FUCKING SHOOT SOMEONE IN THE FUCKING NUTS AND WATCH THEM FUCKING DIE.,off-topic,im <allcaps> so <allcaps> fucking <allcaps> pissed <allcaps> off <allcaps> and <allcaps> i don <allcaps> ' t even <allcaps> fucking <allcaps> know <allcaps> why <allcaps> ! <repeat> i wan na <allcaps> fucking <allcaps> shoot <allcaps> someone <allcaps> in <allcaps> the <allcaps> fucking <allcaps> nuts <allcaps> and <allcaps> watch <allcaps> them <allcaps> fucking <allcaps> die <allcaps> .
770,'349422945325690881',"And we really don't have time to discuss it, Axlon interrupted. I've alerted the mechanics to start #removing the mark",off-topic,"and we really do n't have time to discuss it , axlon interrupted . i 've alerted the mechanics to start <hashtag> removing the mark"
772,'351784164946767873',Famous Korean Chicken! (@ Lee House Authentic Korean Cuisine) http://t.co/05qllCTKOu,off-topic,famous korean chicken ! -LRB- @ lee house authentic korean cuisine -RRB- <url>
774,'348197184459649025',@HalfEvilHomer oh really? I thought it was all sunshine and 30 degrees. The English weather never disappoints! How's the new job?,off-topic,<user> oh really ? i thought it was all sunshine and <number> degrees . the english weather never disappoints ! how 's the new job ?
775,'351419220476706818',"Well, I'm 1/2 so far lol",off-topic,"well , i 'm <number> / <number> so far lol"
776,'349620657425874945',"But none-the-less, my motivation never diminishes. Somehow all this chaos that unfolded in the last few weeks have ignited me!",off-topic,"but none-the-less , my motivation never diminishes . somehow all this chaos that unfolded in the last few weeks have ignited me !"
777,'348147747137912833',@theCHIVERY please pass the word that Alberta is in a crisis flood. Keep those affected in your thoughts.,on-topic,<user> please pass the word that alberta is in a crisis flood . keep those affected in your thoughts .
778,'348172782384844800',North West's twitter account is like when i become a stripper ill call myself 'North Pole'   IM DEAD,off-topic,north west 's twitter account is like when i become a stripper ill call myself ` north pole ' <elong> im <allcaps> dead <allcaps>
779,'349677481231532032',@metrocalgary the high river info,off-topic,<user> the high river info
780,'348202703924629505',@JulieSupple I'm OK. Thanks for asking. How are you?,off-topic,<user> i 'm ok <allcaps> . thanks for asking . how are you ?
781,'349285881024233473',Nadra switched off the comlink and dropped it to the dirt floor. With one swift stomp she smashed it under her heel.,off-topic,nadra switched off the comlink and dropped it to the dirt floor . with one swift stomp she smashed it under her heel .
782,'350559558764199936',"#YYCFlood  History in the Making: History writes itself, like it or not. The beauty is that the people who... http://t.co/RHyTLTqGuQ",on-topic,"<hashtag> yycf <allcaps> lood history in the making : history writes itself , like it or not . the beauty is that the people who . <repeat> <url>"
783,'349361098857775104',@JDfromCJAY he did didn't he? My wife picked up on it also,off-topic,<user> he did did n't he ? my wife picked up on it also
784,'350002407968743424',@karam_16: That time of the month....where I download some new music #swaggy #bieberfever #kanyeisjesus #northwest #SummaTimeInThaKingston,off-topic,<user> : that time of the month . <repeat> where i download some new music <hashtag> swaggy <hashtag> bieberfever <hashtag> kanyeisjesus <hashtag> northwest <hashtag> summatimeinthakingston
785,'350429273963769859',Down in Stanley Park helping with the flood!! Prayers #yyc @ Stanley Park Outdoor Pool http://t.co/qGyXgDm5DV,on-topic,down in stanley park helping with the flood ! <repeat> prayers <hashtag> yyc @ stanley park outdoor pool <url>
786,'349299595559440385',Hard to prove but I bet the old pedi bridge would have not been effected by the flood. Seems to me http://t.co/17YZJUg8Nf,on-topic,hard to prove but i bet the old pedi bridge would have not been effected by the flood . seems to me <url>
787,'351789544741408769',Happy Canada Day to all my Fitness Friends! #MuscleUp #Canada #BlueJays #Rings #Workout @ World Health http://t.co/hroi6QSkcO,off-topic,happy canada day to all my fitness friends ! <hashtag> muscleup <hashtag> canada <hashtag> bluejays <hashtag> rings <hashtag> workout @ world health <url>
788,'347924473317580800',@averypearce_4 @tistytisty123 you guys still go to that? #dedication,off-topic,<user> <user> you guys still go to that ? <hashtag> dedication
789,'349558634046439426',@shanncyrill haha xD...BIG HUG!! There you goo!  ..good night! Sweet dreams!  ang ingay pa ohh!,off-topic,<user> haha xd . <repeat> big <allcaps> hug <allcaps> ! <repeat> there you goo ! . <repeat> good night ! sweet dreams ! ang ingay pa ohh !
790,'347892270302912512',The river along Sifton Road is encroaching on yards. Lower than Mission but running much faster. #yyc #ABflood http://t.co/C49kI8XXDY,on-topic,the river along sifton road is encroaching on yards . lower than mission but running much faster . <hashtag> yyc <hashtag> ab <allcaps> flood <url>
791,'348481679733702656',The hashtag #NBA took the 15th place in the Top20 of Calgary's Trends for Friday 21: http://t.co/zXM8Akw6UJ,off-topic,the hashtag <hashtag> nba <allcaps> <allcaps> took the <number> th place in the top <number> of calgary 's trends for friday <number> <url>
792,'348562275164123136',@DancinMaLife would u like to b Brooke in my FALDC?,off-topic,<user> would u like to b brooke in my faldc <allcaps> ?
793,'348956598074474496',@jepsiee if its something like..I don't know you I just say well I think u should smile a little bit more. And some ppl are just nice,off-topic,<user> if its something like . <repeat> i do n't know you i just say well i think u should smile a little bit more . and some ppl are just nice
794,'348283349716070400',@renee_shepard Sorry. This is what I do.,off-topic,<user> sorry . this is what i do .
795,'351542855338176514',@clclyne You're awesome!! Thanks so much! These look fantastic...and I've not read any of them yet! :),off-topic,<user> you 're awesome ! <repeat> thanks so much ! these look fantastic . <repeat> and i 've not read any of them yet ! <smile>
796,'349819525904089088',@SaraESpivey  watch out for dragon cops,off-topic,<user> watch out for dragon cops
797,'351322103422783488',And since you asked so nicely...  Han shot Luke a smug grin. Then he slapped his hands on the table and rose to his fee,off-topic,and since you asked so nicely . <repeat> han shot luke a smug grin . then he slapped his hands on the table and rose to his fee
798,'349177721869463554',"Good. Dayja put on his mask and readjusted his cloak and hood. A #good night to you, and a safe voyage. And one more t",off-topic,"good . dayja put on his mask and readjusted his cloak and hood . a <hashtag> good night to you , and a safe voyage . and one more t"
799,'351783504993976321',"The fool. Hoofing it through the #forest with a famous hunter trying to take him down. Noone better still have the Gun,",off-topic,"the fool . hoofing it through the <hashtag> forest with a famous hunter trying to take him down . noone better still have the gun ,"
800,'348631317459644416',@twynter823 SHES NOT A BITCH UR THE BITCH FOR COMING UP AND TWEETING HER SHE'S NOT THE ONLY FUCKING ONE THAT THINKS THIS U HOMOPHOBIC BITCH,off-topic,<user> shes <allcaps> not <allcaps> a bitch <allcaps> ur <allcaps> the <allcaps> bitch <allcaps> for <allcaps> coming <allcaps> up <allcaps> and <allcaps> tweeting <allcaps> her <allcaps> she <allcaps> 's not <allcaps> the <allcaps> only <allcaps> fucking <allcaps> one <allcaps> that <allcaps> thinks <allcaps> this <allcaps> u homophobic <allcaps> bitch <allcaps>
801,'351526557107494912',"nakin tried to reach out with the Force to #search for any little creatures that might be in the hangar bay, but he sense",off-topic,"nakin tried to reach out with the force to <hashtag> search for any little creatures that might be in the hangar bay , but he sense"
802,'351161254154473475',Big sky country! @ North Glenmore Park http://t.co/mRqlNKsr0z,off-topic,big sky country ! @ north glenmore park <url>
803,'351491440192405507',"tly trimmed hedgerows. It was a scene of absolute normalcy for Naboo, but it was nothing like Anakin Skywalker had ever",off-topic,"tly trimmed hedgerows . it was a scene of absolute normalcy for naboo , but it was nothing like anakin skywalker had ever"
804,'349384116308946944',The shortest Trends on Sunday 23 in Edmonton had only 3 characters long: http://t.co/LHyTpZtbzW,off-topic,the shortest trends on sunday <number> in edmonton had only <number> characters long : <url>
805,'349120777490137088',Mara struggled with not telling her husband the entire truth while she confided in a friend. That was the problem: they,off-topic,mara struggled with not telling her husband the entire truth while she confided in a friend . that was the problem : they
806,'350326285798604800',White rice with red stew....done #cooking,off-topic,white rice with red stew . <repeat> done <hashtag> cooking
807,'349040826246123520',No! I want him alive for #questioning.,off-topic,no ! i want him alive for <hashtag> questioning .
808,'350973186566914051',They left the New Ambition a short distance from Tel Bollin. Mander set some security monitors along the perimeter of th,off-topic,they left the new ambition a short distance from tel bollin . mander set some security monitors along the perimeter of th
809,'351375037963571201',I hope it gets nice out so I can go wakeboarding!,off-topic,i hope it gets nice out so i can go wakeboarding !
810,'349056986664542208',@ThatGirlAliyaah stay in ya room and on your phone sxb I never spoke about you,off-topic,<user> stay in ya room and on your phone sxb i never spoke about you
811,'350105862657949697',@kennedyjlyons stop working so much then,off-topic,<user> stop working so much then
812,'349085539305144320',ard and twisted it to yank the ship into a looping spiral. #Just then the whole sky flashed scarlet and the whole ship th,off-topic,ard and twisted it to yank the ship into a looping spiral . <hashtag> just then the whole sky flashed scarlet and the whole ship th
813,'348311285429055490',Keep calm and have a pint. (@ Fiddler's Green Pub) http://t.co/m867GcKK8G,off-topic,keep calm and have a pint . -LRB- @ fiddler 's green pub -RRB- <url>
814,'347901703607169024',Wow I wish people put semen in donair sauce:) #happiness,off-topic,wow i wish people put semen in donair sauce <smile> <hashtag> happiness
815,'348106109950775297',"#Banking #Job alert: Mortgage Advisor, Edmonton South | #Edmonton , CA-AB http://t.co/rrLYDKn8w4 #cibc #cibcjobs #cibccareers",off-topic,"<hashtag> banking <hashtag> job alert : mortgage advisor , edmonton south | <hashtag> edmonton , ca <allcaps> - ab <allcaps> <url> <hashtag> cibc <hashtag> cibcjobs <hashtag> cibccareers"
816,'348598179979202560',One version done and printed at least! #illustration #fantasy #art @ Banff National Park http://t.co/ygYCwvd4Hx,off-topic,one version done and printed at least ! <hashtag> illustration <hashtag> fantasy <hashtag> art @ banff national park <url>
817,'348206630724325377',Warms my heart all the texts from people making sure I'm okay.,on-topic,warms my heart all the texts from people making sure i 'm okay .
818,'350358464503107584',"I'm at Tokyo Noodle Shop (Edmonton, Alberta) http://t.co/Q7BgUOzPy9",off-topic,"i 'm at tokyo noodle shop -LRB- edmonton , alberta -RRB- <url>"
819,'349677505503969280',"@Rumor_Alert except for when fleury was in net lol? Welcome to goalie controversy, just be glad you didn't have to buy yours out haha",off-topic,"<user> except for when fleury was in net lol ? welcome to goalie controversy , just be glad you did n't have to buy yours out haha"
820,'350813872162222082',Drinking an Original Draught by @SleemanBeers @ Canadian Brewhouse  http://t.co/1pXHT8AJG6 #photo,off-topic,drinking an original draught by <user> @ canadian brewhouse <url> <hashtag> photo
821,'349215925121191938',@amjwatson yes they are Anne!!  We are enjoying them! :-),off-topic,<user> yes they are anne ! <repeat> we are enjoying them ! <smile>
822,'351519717548228608',When do you suppose was the last time anybody socialized at the Fred Astaire Dance Studio &amp; Social Club? http://t.co/MIo8tU3rX6,off-topic,when do you suppose was the last time anybody socialized at the fred astaire dance studio & social club ? <url>
823,'349907990171754496',told us that's where we'd begin our next assignment.,off-topic,told us that 's where we 'd begin our next assignment .
824,'349632117094875136',@craig_chef  thanks for the follow chef ! Enjoy your day,off-topic,<user> thanks for the follow chef ! enjoy your day
825,'349528145591930881',"According to google maps, I've been 3 minutes away for the last 8 minutes.",off-topic,"according to google maps , i 've been <number> minutes away for the last <number> minutes ."
826,'349570307142598656',"Han said, Shuttle Tydirium requesting #deactivation of the deflector shield.",off-topic,"han said , shuttle tydirium requesting <hashtag> deactivation of the deflector shield ."
827,'350520785779171328',@LizaPosarArtist @MsRedWriting awesome. My medium is my words...though i did pick up some parcent paper and a calligraphy set the other day.,off-topic,<user> <user> awesome . my medium is my words . <repeat> though i did pick up some parcent paper and a calligraphy set the other day .
828,'349745609294614528',"@poppy151: Starving, huge headache and I'm tired. Ugh samezies",off-topic,"<user> : starving , huge headache and i 'm tired . ugh samezies"
829,'348845750156935169',When someone ALWAYS contradicts everything you say,off-topic,when someone always <allcaps> contradicts everything you say
830,'348942951948378112',@merwasaid haha no no not in the Islamic school.,off-topic,<user> haha no no not in the islamic school .
831,'350411271746756609',Confidence is sexy as fuck. ;),off-topic,confidence is sexy as fuck . <smile>
832,'351155793506222080',"No, he had not, but that incident had no bearing on the current situation. He shot her a quelling look. #Do not push me,",off-topic,"no , he had not , but that incident had no bearing on the current situation . he shot her a quelling look . <hashtag> do not push me ,"
833,'350251251763658752',I have been to Cambodia. And I have seen these children - they have nothing. But they're raising $ for #yycflood.  http://t.co/im3i8X9Zgh,on-topic,i have been to cambodia . and i have seen these children - they have nothing . but they 're raising $ for <hashtag> yycflood . <url>
834,'349373715819139074',@CarlaHowatt most people describe it as weird and relaxing lol #acupuncture #relax #weirdfeeling,off-topic,<user> most people describe it as weird and relaxing lol <hashtag> acupuncture <hashtag> relax <hashtag> weirdfeeling
835,'351143989564555265',Starbucks green tea lemonade is #amazing,off-topic,starbucks green tea lemonade is <hashtag> amazing
836,'349724299776622592',"Floor Hand - Oil and Gas needed in Red Deer, AB, good pay and benefits, Please Apply Today!!! #job #hiring http://t.co/LhnEv6wJpY",off-topic,"floor hand - oil and gas needed in red deer , ab <allcaps> , good pay and benefits , please apply today ! <repeat> <hashtag> job <hashtag> hiring <url>"
837,'348280246920962048',So white is making the team,off-topic,so white is making the team
838,'350477166405885952',"laced two meters back from the window and sat down. She'd had a falling-star dome once, she remembered. Most of her chil",off-topic,"laced two meters back from the window and sat down . she 'd had a falling-star dome once , she remembered . most of her chil"
839,'349534454571728897',New Post:  Double rainbow in #yeg @joshclassenyeg http://t.co/9lWpl3MFXP  #yeg,off-topic,new post : double rainbow in <hashtag> yeg <user> <url> <hashtag> yeg
840,'349387677512122368',What a playoff this year Lots of excitement comebacks playing hurt huge saves unreal dangles and some gross snipes #becauseitsthecup #loveit,off-topic,what a playoff this year lots of excitement comebacks playing hurt huge saves unreal dangles and some gross snipes <hashtag> becauseitsthecup <hashtag> loveit
841,'349204326784311296',"If there was a fight worth having, #Pellaeon would be right on it, believe me.",off-topic,"if there was a fight worth having , <hashtag> pellaeon would be right on it , believe me ."
842,'351058334750740480',"personating a male human and a rather lovely young Seneerian woman, who immediately took up standard flanking positions.",off-topic,"personating a male human and a rather lovely young seneerian woman , who immediately took up standard flanking positions ."
843,'348880309468684288',I seriously just want to marry him  LOL,off-topic,i seriously just want to marry him lol <allcaps>
844,'350782387132706816',The fact @laurrball has been here for 6 hours &amp; I haven't been able to see her yet  #worklife #almostdone #drinkingtime,off-topic,the fact <user> has been here for <number> hours & i have n't been able to see her yet <hashtag> worklife <hashtag> almostdone <hashtag> drinkingtime
845,'349319603383566337',Not sure if anyone is aware ...but we're in a state if emergency. #yycflood @ Elbow And Riverdale http://t.co/ZgN7VkECdX,on-topic,not sure if anyone is aware . <repeat> but we 're in a state if emergency . <hashtag> yycflood @ elbow and riverdale <url>
846,'350743417300598787',"Ouch. Miyuki is hurt. I know... Eris, why you so cruel? fudge!",off-topic,"ouch . miyuki is hurt . i know . <repeat> eris , why you so cruel ? fudge !"
847,'350893994634514433',"All of that negotiated personally by me, in fact, Axlon went on. Behind him, Ferrouz pulled the bottle free of the rac",off-topic,"all of that negotiated personally by me , in fact , axlon went on . behind him , ferrouz pulled the bottle free of the rac"
848,'348174396004892673',"@ The largest mall in North America, the West Edmonton Mall  #IceRink #PuttPuttGolf #WaterPark   @ http://t.co/se0FDEXRna",off-topic,"@ the largest mall in north america , the west edmonton mall <hashtag> icerink <hashtag> puttputtgolf <hashtag> waterpark @ <url>"
849,'349338841657769985',Lol @ how my neighbors cat was eating a mouse !!,off-topic,lol @ how my neighbors cat was eating a mouse ! <repeat>
850,'348216442350628866',DespicableMe2-3d scored advance screening passes....woohoo!!,off-topic,despicableme <number> <number> d scored advance screening passes . <repeat> woohoo ! <repeat>
851,'350864275822223361',@sarahjei LOL. the peeps I stayed with are Ming back to Windsor .. So they're moving shit,off-topic,<user> lol <allcaps> . the peeps i stayed with are ming back to windsor . <repeat> so they 're moving shit
852,'348457842983989248',rong enough possibility to serve in the Corellian m,off-topic,rong enough possibility to serve in the corellian m
853,'349782497728536576',I kind of forgot hunter Moore follows me lol,off-topic,i kind of forgot hunter moore follows me lol
854,'350086391998324737',Can't wait to set off this disinfection system in the basement to make sure it's working before my big presentation #lifeofasalesperson,off-topic,ca n't wait to set off this disinfection system in the basement to make sure it 's working before my big presentation <hashtag> lifeofasalesperson
855,'349281692239921153',Haha yep RT @McCarron: This pretty much pokes fun at every issue I had with Man of Steel. It's brilliantly funny. http://t.co/UcmCoR7iPb,off-topic,haha yep rt <allcaps> <user> : this pretty much pokes fun at every issue i had with man of steel . it 's brilliantly funny . <url>
856,'349712227072360448',I CAN'T ..... SOMEONE GIVE ME A BROWN PAPER BAG,off-topic,i can <allcaps> ' t . <repeat> someone <allcaps> give <allcaps> me <allcaps> a brown <allcaps> paper <allcaps> bag <allcaps>
857,'349730217973125120',I want a play station,off-topic,i want a play station
858,'349831156977516544',"For the last little while, it's been really dark when I've driven through the city's downtown at 4 AM. http://t.co/4Aha8AdlAC",on-topic,"for the last little while , it 's been really dark when i 've driven through the city 's downtown at <number> am <allcaps> . <url>"
859,'350071587472551938',My tattoos gotta go here. Collarbone. http://t.co/Mux02AA0Cp,off-topic,my tattoos got ta go here . collarbone . <url>
860,'350102469872857089',@PearlsandPoets should be an interesting season #OMGP,off-topic,<user> should be an interesting season <hashtag> omgp <allcaps> <allcaps>
861,'350375840929939456',Take a chance and find out what is possible. You'll never know if you never take that first step. Go for it. #faith,off-topic,take a chance and find out what is possible . you 'll never know if you never take that first step . go for it . <hashtag> faith
862,'349392925865676801',"There's no many things I want to do, but my fears keep holding me back.",off-topic,"there 's no many things i want to do , but my fears keep holding me back ."
863,'348596131258830848',Don Cherry looks like a candy cane,off-topic,don cherry looks like a candy cane
864,'350316327895957506',"@seanraitt1  badly sprained, pin already in there shifted ever so slightly, off work til Tuesday and hoppin along with the aid of crutches",off-topic,"<user> badly sprained , pin already in there shifted ever so slightly , off work til tuesday and hoppin along with the aid of crutches"
865,'350518851089342464',"His brown hair was worn in a buzz cut, retreating from a #widow's peak. Very good. It's a modified form of anthracite in",off-topic,"his brown hair was worn in a buzz cut , retreating from a <hashtag> widow 's peak . very good . it 's a modified form of anthracite in"
866,'350464384973283328',Thank you @CodySimpson for making all of my little girl dreams come true #yyc #inlove,off-topic,thank you <user> for making all of my little girl dreams come true <hashtag> yyc <hashtag> inlove
867,'350498806279835648',"Eskimos slotback Fred Stamps hasnt missed a beat despite sitting out large portions of training camp, pre-season... http://t.co/arH39O2UQ8",off-topic,"eskimos slotback fred stamps hasnt missed a beat despite sitting out large portions of training camp , pre-season . <repeat> <url>"
868,'351065626871205888',Picnic with EICA.. (at William Hawrelak Park)  https://t.co/3d1tJz3sZS,off-topic,picnic with eica <allcaps> . <repeat> -LRB- at william hawrelak park -RRB- <url>
869,'350523303921844224',Don't think they know about you..,off-topic,do n't think they know about you . <repeat>
870,'351062118314950656',"e could feel his own father's curiosity through the Force, a dull pang of uneasiness in the pit of his stomach, and he r",off-topic,"e could feel his own father 's curiosity through the force , a dull pang of uneasiness in the pit of his stomach , and he r"
871,'350815321885650945',@northlands_park wow Aimee! That was a fantastic ride. Great to see you blossom into a fantastic rider.,off-topic,<user> wow aimee ! that was a fantastic ride . great to see you blossom into a fantastic rider .
872,'348583278783102977',@LisaAnnWilton I would've guessed those big names had enough notice not to bother flying in.,off-topic,<user> i would 've guessed those big names had enough notice not to bother flying in .
873,'349979173168758785',I would make a good Wing dude in a Red Bull Mini...haha @JoshuaWSutton @RedBullCanada,off-topic,i would make a good wing dude in a red bull mini . <repeat> haha <user> <user>
874,'350037141281181696',@JaneeneSpiess I do my best :-),off-topic,<user> i do my best <smile>
875,'350411477171191809',"tempted coup, an attack by cowards who #lurk in shadows. That would be you?",off-topic,"tempted coup , an attack by cowards who <hashtag> lurk in shadows . that would be you ?"
876,'350760961084366848',@aquasideman reason why fingers are shaped like that so they can fit in there,off-topic,<user> reason why fingers are shaped like that so they can fit in there
877,'349518947340656641',"Seha hauled him into the #access hole, lowering him facedown, wincing as the movements made him gasp with pain. I'll blo",off-topic,"seha hauled him into the <hashtag> access hole , lowering him facedown , wincing as the movements made him gasp with pain . i 'll blo"
878,'348178613998346240',Seeing Nicole cross the stage at her graduation ceremony! Congrats sweetie!  You worked hard and deserved this! http://t.co/pTpIF6WfGW,off-topic,seeing nicole cross the stage at her graduation ceremony ! congrats sweetie ! you worked hard and deserved this ! <url>
879,'350534228875816960',Im so hard to please it sucks that im picky,off-topic,im so hard to please it sucks that im picky
880,'349331290715193347',.@CherylABrink Pray they decide to adjourn and hold over some agenda items until next time. #cwlpoli,off-topic,. <user> pray they decide to adjourn and hold over some agenda items until next time . <hashtag> cwlpoli
881,'351072553533583360',Feel like having a Harry Potter marathon today.,off-topic,feel like having a harry potter marathon today .
883,'348253477002178561',Girlie date night! (@ Chianti Caf &amp; Restaurant) http://t.co/eb6gW7Clpe,off-topic,girlie date night ! -LRB- @ chianti caf & restaurant -RRB- <url>
884,'351709041094959104',@NixxieKitten @greenyoshi001 Lol you were there. You kept bickering with me and we got lost and lost an hour of travel.,off-topic,<user> <user> lol you were there . you kept bickering with me and we got lost and lost an hour of travel .
885,'348690268255567872',Hello Nasty is the absolutely perfect party dance mix. Bar none.,off-topic,hello nasty is the absolutely perfect party dance mix . bar none .
886,'347887269287436289',@WillysWilson bumpers fuucked other then that nothing,off-topic,<user> bumpers fuucked other then that nothing
887,'348941358976864257',.@Wilde_One: I just heard some big thunder booms in Calgary's Deep South. We don't need more rain. Enough already Mother Nature!,off-topic,. <user> : i just heard some big thunder booms in calgary 's deep south . we do n't need more rain . enough already mother nature !
888,'349225338225692672',"Geith, though, felt they were #already doing harm.",off-topic,"geith , though , felt they were <hashtag> already doing harm ."
889,'348164331655020545',@DufferinEM @susannahthomsen their number is busy. We can be contacted at 4039718227,off-topic,<user> <user> their number is busy . we can be contacted at <number>
890,'351663675230257153',@ChantalHbert All the best to you Chantal!  Enjoy!,off-topic,<user> all the best to you chantal ! enjoy !
891,'349339353425784832',"I'm at @TimHortons (Edmonton, AB) http://t.co/RRBjlqyfhT",off-topic,"i 'm at <user> -LRB- edmonton , ab <allcaps> -RRB- <url>"
892,'348155174608596992',Who want to go ride are bikes downtown !?,off-topic,who want to go ride are bikes downtown ? <repeat>
893,'350008583640989697',Canadian Prime Minister Stephen Harper's wife Laureen joins Calgary flood recovery efforts [Photos]: Prime... http://t.co/YQsAeXEn4d,on-topic,canadian prime minister stephen harper 's wife laureen joins calgary flood recovery efforts -LSB- photos -RSB- : prime . <repeat> <url>
894,'348865991847079936',#yychelp From one NDN to another! We loaded up 2 trucks destination #Morley! Thanks to our brothers from India! http://t.co/3MYutp2nV3,off-topic,<hashtag> yychelp from one ndn <allcaps> to another ! we loaded up <number> trucks destination <hashtag> morley ! thanks to our brothers from india ! <url>
895,'348073938473062402',Yet to hear any thing bout the floods our end of the bow other then the dam has all flodd gates open,on-topic,yet to hear any thing bout the floods our end of the bow other then the dam has all flodd gates open
896,'348428544466092032',"Besides, if this worked, there would be plenty to go around. No, he told her. Whatever we get, we split it e",off-topic,"besides , if this worked , there would be plenty to go around . no , he told her . whatever we get , we split it e"
897,'350614625269727232',Alberta food service sales continue to grow: CALGARY  Sales for Albertas food services and drinking places... http://t.co/eEtSGNNW3x,on-topic,alberta food service sales continue to grow : calgary <allcaps> sales for albertas food services and drinking places . <repeat> <url>
898,'351024981133635584',n for you to behave like #you do. You're a coward.,off-topic,n for you to behave like <hashtag> you do . you 're a coward .
899,'349893859439951873',"Barricades up after several sinkholes formed, says city: Several sinkholes have formed in the wake of Tuesday's... http://t.co/gaSUhLZFm4",on-topic,"barricades up after several sinkholes formed , says city : several sinkholes have formed in the wake of tuesday 's . <repeat> <url>"
900,'351425778354888704',"Sean Monohan, should be fun to watch #Flames @SickTruck14",off-topic,"sean monohan , should be fun to watch <hashtag> flames <user>"
901,'350775370439606272',In the door finally. Tons done today. Making salsa &amp; Guac to enjoy with a selection of craft beers. http://t.co/OuSy4IqZu1,off-topic,in the door finally . tons done today . making salsa & guac to enjoy with a selection of craft beers . <url>
902,'350952045508960258',avi coral had attracted enormous #attention. Several major biotech corporations had asked her to bring them her prelimina,off-topic,avi coral had attracted enormous <hashtag> attention . several major biotech corporations had asked her to bring them her prelimina
903,'350728687206936576',@H_boroJon @vcshortley @AndrastesTits @cateia97 I wouldn't be too quick to thank her. You get subjected to this. http://t.co/pSB2B0Bru6,off-topic,<user> <user> <user> <user> i would n't be too quick to thank her . you get subjected to this . <url>
904,'348987585651154944',"I love my bed, but id much rather be in yours ;)",off-topic,"i love my bed , but id much rather be in yours <smile>"
905,'349714092610699264',We're in between right now and I'm realizing I'm the only guy in this section #tswifttuesdays,off-topic,we 're in between right now and i 'm realizing i 'm the only guy in this section <hashtag> tswifttuesdays
906,'351431599075774464',@JenLausen do you and the hippy like my hippy crafts? http://t.co/CSB8uvEc4F,off-topic,<user> do you and the hippy like my hippy crafts ? <url>
907,'349685118195089408',@RDFigs19 @rampagerebel if anyone might know if there is other availability it could be @DJS_SPORTSCARDS hey Ray do you know?,off-topic,<user> <user> if anyone might know if there is other availability it could be <user> hey ray do you know ?
908,'347895081048612866',@GlobalCalgary: WATCH IN FULL: Alberta Floods 2013. A special edition of the Early News with @Linda_Olsen. #YYC #abflood when ?,on-topic,<user> : watch <allcaps> in <allcaps> full <allcaps> : alberta floods <number> a special edition of the early news with <user> . <hashtag> yyc <allcaps> <allcaps> <hashtag> abflood when ?
909,'349053181407420416',@Panger40: Who wins game 6 ?  #Bruins  #NeedAnswersHockeyFans #BecauseItsTheCup#bruins,off-topic,<user> : who wins game <number> ? <hashtag> bruins <hashtag> needanswershockeyfans <hashtag> becauseitsthecup #bruins
910,'350659463503560704',"ot shot tomorrow, #they'd all regroup and carry on without me. The only secret we have is how our metalworkers forge besk",off-topic,"ot shot tomorrow , <hashtag> they 'd all regroup and carry on without me . the only secret we have is how our metalworkers forge besk"
911,'351573765081149441',"Maybe eloping wasn't such a great idea, Han said, adjusting the dials on his #navigation console. Maybe having a more",off-topic,"maybe eloping was n't such a great idea , han said , adjusting the dials on his <hashtag> navigation console . maybe having a more"
912,'350711477503660033',Theron and Gnost-Dural settled into the two open seats at the table.,off-topic,theron and gnost-dural settled into the two open seats at the table .
913,'349663546583429121',That's why I live in #Canmore no traffic even on highway this week @bakpakit: Well traffic sure is fun today!  #sarcasm,off-topic,that 's why i live in <hashtag> canmore no traffic even on highway this week <user> : well traffic sure is fun today ! <hashtag> sarcasm
